173, 294, 121, 190
172, 294, 121, 190
171, 296, 121, 190
169, 297, 121, 190
169, 296, 121, 190
170, 296, 121, 190
170, 296, 121, 190
169, 296, 121, 190
169, 296, 121, 190
169, 296, 121, 190
169, 294, 121, 190
171, 295, 121, 190
170, 295, 121, 190
170, 295, 121, 190
171, 296, 121, 190
172, 294, 121, 190
172, 293, 121, 190
174, 292, 121, 190
175, 291, 121, 190
177, 289, 121, 190
181, 288, 121, 190
182, 288, 121, 190
182, 289, 121, 190
182, 290, 121, 190
181, 290, 121, 190
182, 290, 121, 190
180, 290, 121, 190
181, 292, 121, 190
180, 291, 121, 190
180, 292, 121, 190
181, 292, 121, 190
181, 292, 121, 190
181, 292, 121, 190
180, 293, 121, 190
181, 292, 121, 190
178, 292, 121, 190
180, 292, 121, 190
189, 299, 121, 190
197, 298, 121, 190
207, 292, 121, 190
217, 291, 121, 190
217, 293, 121, 190
227, 293, 121, 190
235, 296, 121, 190
358, 307, 121, 190
274, 294, 121, 190
280, 295, 121, 190
280, 291, 121, 190
292, 290, 121, 190
301, 289, 121, 190
316, 286, 121, 190
331, 283, 121, 190
344, 282, 121, 190
353, 282, 121, 190
359, 284, 121, 190
371, 275, 121, 190
384, 273, 121, 190
383, 276, 121, 190
395, 275, 121, 190
408, 272, 121, 190
421, 272, 121, 190
514, 297, 121, 190
445, 279, 121, 190
452, 278, 121, 190
461, 273, 121, 190
468, 274, 121, 190
477, 273, 121, 190
484, 265, 121, 190
497, 269, 121, 190
503, 267, 121, 190
492, 256, 121, 190
507, 247, 121, 190
508, 241, 121, 190
505, 256, 121, 190
780, 182, 121, 190
783, 182, 121, 190
490, 234, 121, 190
773, 178, 121, 190
578, 283, 121, 190
575, 280, 121, 190
145, 0, 121, 190
134, 0, 121, 190
126, 5, 121, 190
118, 13, 121, 190
110, 19, 121, 190
101, 26, 121, 190
93, 32, 121, 190
85, 42, 121, 190
78, 47, 121, 190
69, 54, 121, 190
69, 54, 121, 190
60, 59, 121, 190
52, 66, 121, 190
45, 70, 121, 190
40, 76, 121, 190
34, 82, 121, 190
26, 93, 121, 190
19, 97, 121, 190
12, 94, 121, 190
6, 100, 121, 190
