465, 3, 269, 513
465, 3, 269, 513
465, 4, 269, 513
467, 8, 269, 513
465, 8, 269, 513
470, 18, 269, 513
470, 21, 269, 513
462, 15, 269, 513
461, 18, 269, 513
462, 21, 269, 513
461, 24, 269, 513
461, 27, 269, 513
459, 27, 269, 513
458, 27, 269, 513
458, 27, 269, 513
456, 27, 269, 513
461, 27, 269, 513
460, 27, 269, 513
430, 0, 269, 513
429, 0, 269, 513
430, 2, 269, 513
434, 0, 269, 513
436, 3, 269, 513
438, 7, 269, 513
440, 11, 269, 513
442, 16, 269, 513
444, 18, 269, 513
446, 21, 269, 513
447, 24, 269, 513
448, 26, 269, 513
450, 27, 269, 513
452, 27, 269, 513
454, 27, 269, 513
455, 27, 269, 513
455, 27, 269, 513
460, 22, 269, 513
460, 25, 269, 513
461, 26, 269, 513
462, 25, 269, 513
463, 24, 269, 513
465, 25, 269, 513
466, 25, 269, 513
468, 26, 269, 513
468, 24, 269, 513
467, 20, 269, 513
481, 27, 269, 513
480, 27, 269, 513
480, 27, 269, 513
480, 25, 269, 513
480, 23, 269, 513
480, 21, 269, 513
485, 26, 269, 513
479, 16, 269, 513
478, 14, 269, 513
479, 17, 269, 513
479, 15, 269, 513
473, 1, 269, 513
471, 0, 269, 513
470, 0, 269, 513
476, 0, 269, 513
475, 0, 269, 513
483, 8, 269, 513
477, 1, 269, 513
484, 8, 269, 513
479, 7, 269, 513
476, 0, 269, 513
473, 0, 269, 513
472, 0, 269, 513
472, 0, 269, 513
477, 13, 269, 513
477, 12, 269, 513
478, 13, 269, 513
472, 3, 269, 513
472, 4, 269, 513
473, 6, 269, 513
472, 7, 269, 513
465, 0, 269, 513
465, 0, 269, 513
465, 0, 269, 513
463, 0, 269, 513
465, 0, 269, 513
466, 0, 269, 513
464, 0, 269, 513
464, 0, 269, 513
325, 27, 269, 513
319, 27, 269, 513
317, 27, 269, 513
314, 25, 269, 513
311, 21, 269, 513
309, 18, 269, 513
306, 13, 269, 513
304, 10, 269, 513
303, 9, 269, 513
300, 4, 269, 513
298, 1, 269, 513
297, 0, 269, 513
297, 1, 269, 513
294, 0, 269, 513
292, 0, 269, 513
289, 0, 269, 513
