-35, -84, 70, 168
138, 412, 77, 169
162, 483, 76, 170
157, 475, 72, 169
153, 467, 71, 170
156, 465, 70, 169
161, 463, 69, 168
168, 463, 68, 170
172, 462, 66, 169
167, 460, 72, 171
175, 463, 69, 169
176, 461, 69, 172
178, 463, 71, 169
181, 461, 75, 172
187, 463, 75, 169
188, 461, 72, 171
186, 462, 77, 172
197, 460, 76, 171
200, 459, 76, 172
208, 461, 77, 172
216, 457, 77, 172
213, 458, 77, 172
218, 458, 77, 172
227, 458, 80, 172
232, 460, 81, 159
243, 452, 79, 161
252, 457, 77, 160
245, 458, 81, 162
255, 477, 80, 118
265, 443, 79, 118
274, 450, 79, 119
283, 453, 77, 119
288, 457, 78, 117
285, 456, 77, 116
295, 452, 76, 115
305, 452, 75, 119
303, 454, 76, 119
313, 444, 77, 136
322, 454, 77, 136
316, 454, 77, 136
322, 454, 77, 136
331, 455, 71, 135
336, 448, 71, 135
341, 450, 71, 135
346, 447, 71, 135
342, 448, 71, 135
346, 447, 71, 135
351, 431, 70, 167
353, 458, 68, 166
357, 459, 63, 163
356, 457, 65, 162
357, 455, 64, 161
361, 456, 63, 159
360, 459, 62, 158
356, 455, 67, 160
358, 453, 71, 164
355, 451, 70, 163
354, 451, 70, 163
351, 445, 73, 169
351, 438, 73, 169
353, 443, 64, 151
340, 416, 67, 155
345, 423, 66, 154
343, 422, 72, 161
345, 414, 74, 171
349, 414, 68, 173
341, 413, 62, 161
330, 413, 72, 153
328, 408, 69, 157
324, 420, 74, 144
311, 416, 77, 138
301, 418, 87, 137
294, 426, 92, 130
295, 427, 94, 125
296, 428, 94, 125
296, 426, 94, 125
296, 429, 94, 122
300, 432, 93, 121
301, 431, 97, 123
307, 431, 97, 123
305, 429, 97, 123
303, 427, 96, 125
305, 426, 96, 125
304, 422, 95, 130
305, 420, 95, 130
302, 415, 93, 136
305, 413, 95, 138
305, 412, 95, 138
303, 410, 95, 138
308, 406, 83, 145
298, 414, 84, 146
299, 413, 84, 146
299, 413, 84, 146
299, 412, 83, 145
298, 413, 82, 144
298, 412, 82, 144
298, 412, 83, 145
301, 413, 82, 144
300, 414, 81, 141
303, 409, 77, 146
