-40, -102, 81, 204
676, 213, 78, 200
771, 255, 76, 204
751, 244, 72, 204
740, 240, 71, 204
738, 237, 72, 208
724, 243, 75, 207
719, 249, 75, 207
712, 247, 75, 207
709, 248, 75, 203
703, 254, 76, 203
706, 253, 75, 203
702, 246, 78, 203
699, 240, 79, 203
699, 242, 80, 203
701, 237, 81, 203
703, 238, 83, 203
706, 239, 81, 203
708, 239, 79, 203
717, 239, 75, 203
723, 246, 74, 203
734, 245, 71, 203
744, 244, 71, 203
740, 244, 70, 203
756, 244, 67, 203
762, 244, 67, 203
768, 242, 70, 207
769, 244, 71, 203
772, 250, 71, 203
769, 249, 72, 203
776, 248, 76, 203
776, 248, 77, 203
777, 237, 77, 202
779, 236, 77, 198
773, 233, 77, 198
773, 235, 78, 198
772, 224, 78, 198
772, 226, 78, 198
773, 228, 76, 198
773, 228, 76, 198
778, 235, 74, 198
779, 232, 71, 202
779, 231, 65, 202
779, 231, 60, 202
779, 231, 60, 202
771, 239, 60, 198
762, 238, 60, 198
766, 237, 61, 198
755, 237, 68, 198
744, 237, 74, 198
736, 237, 75, 198
727, 239, 75, 194
719, 239, 75, 194
722, 239, 77, 194
712, 241, 77, 190
701, 247, 77, 190
695, 246, 75, 190
695, 239, 70, 190
699, 240, 70, 190
702, 242, 67, 187
704, 243, 63, 187
703, 249, 59, 187
708, 248, 51, 187
711, 241, 49, 187
706, 242, 49, 187
707, 242, 49, 187
699, 242, 49, 187
689, 246, 60, 180
686, 253, 65, 176
688, 252, 67, 176
685, 257, 67, 176
686, 255, 66, 176
682, 264, 67, 176
675, 274, 69, 172
675, 276, 66, 172
675, 276, 69, 169
672, 280, 69, 169
673, 280, 68, 166
675, 280, 67, 166
670, 278, 64, 169
669, 281, 60, 165
667, 270, 57, 168
663, 272, 55, 168
669, 275, 49, 164
669, 266, 45, 164
666, 260, 46, 164
664, 253, 48, 164
653, 248, 60, 161
656, 243, 60, 161
654, 247, 65, 158
654, 245, 67, 158
649, 243, 66, 155
640, 244, 69, 158
636, 239, 65, 158
627, 237, 65, 155
631, 240, 64, 155
630, 242, 62, 152
629, 246, 60, 155
632, 246, 58, 155
639, 250, 51, 155
