-134, -256, 269, 513
410, -20, 269, 512
490, 11, 263, 513
490, 8, 254, 511
482, 3, 254, 511
480, 3, 250, 508
486, 9, 238, 507
485, 14, 235, 508
490, 21, 230, 508
492, 25, 226, 504
495, 32, 219, 502
497, 37, 213, 497
502, 48, 213, 490
504, 52, 208, 488
507, 59, 203, 482
507, 64, 203, 476
510, 69, 196, 471
515, 73, 190, 462
516, 78, 187, 460
523, 84, 182, 454
521, 86, 185, 454
528, 86, 174, 451
535, 91, 173, 444
539, 100, 167, 436
540, 105, 172, 436
546, 106, 162, 430
551, 106, 159, 429
549, 113, 160, 424
559, 117, 157, 421
560, 122, 153, 416
560, 123, 153, 417
564, 123, 153, 417
565, 125, 148, 410
568, 131, 145, 410
570, 130, 145, 410
574, 129, 145, 410
574, 130, 143, 407
577, 134, 142, 407
579, 133, 134, 408
582, 132, 134, 408
580, 131, 137, 409
582, 130, 137, 409
581, 130, 137, 409
581, 130, 137, 409
581, 134, 137, 401
583, 134, 138, 396
581, 132, 139, 393
581, 132, 138, 390
584, 129, 137, 388
583, 133, 140, 380
580, 129, 140, 378
580, 129, 140, 377
577, 131, 138, 370
578, 130, 140, 364
576, 128, 142, 362
574, 129, 143, 359
570, 129, 145, 357
568, 130, 147, 354
567, 132, 148, 347
566, 126, 149, 349
565, 132, 147, 342
562, 128, 149, 341
561, 130, 150, 338
559, 131, 153, 333
556, 129, 155, 331
555, 129, 155, 330
556, 132, 156, 324
556, 128, 155, 322
557, 128, 155, 322
552, 134, 155, 311
553, 134, 155, 311
552, 139, 157, 302
554, 137, 157, 302
554, 137, 157, 302
554, 138, 157, 301
554, 145, 157, 286
554, 147, 157, 286
554, 147, 157, 286
551, 148, 163, 283
551, 150, 163, 283
549, 152, 166, 278
548, 157, 169, 269
549, 160, 169, 269
547, 156, 172, 274
548, 161, 172, 265
548, 160, 172, 265
549, 163, 170, 259
551, 170, 171, 250
550, 172, 171, 250
550, 171, 171, 250
550, 175, 171, 241
550, 174, 171, 241
550, 174, 171, 241
550, 180, 171, 230
550, 182, 171, 230
550, 182, 171, 230
550, 182, 171, 230
550, 185, 171, 223
550, 183, 171, 223
550, 184, 171, 221
