-60, -95, 121, 190
153, 259, 117, 189
183, 306, 118, 192
177, 304, 118, 190
173, 300, 118, 190
171, 296, 120, 190
172, 295, 118, 190
173, 295, 119, 189
170, 295, 119, 191
170, 296, 120, 189
168, 296, 119, 189
171, 292, 119, 189
174, 293, 119, 191
172, 295, 118, 191
171, 293, 119, 192
175, 295, 118, 189
176, 293, 117, 189
175, 290, 117, 190
177, 291, 118, 191
179, 287, 117, 191
182, 284, 118, 192
186, 284, 118, 192
186, 287, 118, 192
186, 288, 116, 190
186, 288, 116, 193
185, 289, 118, 192
184, 287, 116, 193
183, 289, 115, 191
182, 292, 116, 191
182, 289, 116, 192
182, 290, 116, 191
184, 291, 116, 191
184, 292, 116, 191
182, 293, 114, 189
181, 296, 116, 189
179, 293, 121, 191
173, 292, 126, 191
181, 289, 128, 194
183, 289, 133, 193
191, 291, 137, 185
208, 284, 117, 180
239, 281, 109, 186
253, 287, 96, 186
259, 290, 100, 190
255, 291, 121, 194
282, 294, 108, 195
290, 293, 104, 195
295, 295, 98, 181
304, 285, 89, 173
329, 277, 77, 175
347, 282, 76, 178
349, 280, 90, 181
351, 280, 92, 186
358, 281, 100, 186
365, 284, 106, 177
376, 269, 115, 193
390, 293, 85, 159
429, 261, 73, 173
433, 276, 91, 174
428, 272, 88, 182
446, 274, 83, 184
457, 276, 81, 175
467, 276, 81, 161
479, 266, 70, 159
493, 264, 56, 165
514, 270, 54, 164
515, 269, 60, 168
513, 264, 68, 174
511, 264, 80, 171
515, 266, 76, 164
526, 270, 73, 142
544, 260, 61, 128
555, 238, 57, 159
555, 274, 60, 148
554, 259, 60, 158
556, 269, 62, 147
558, 247, 63, 165
562, 264, 62, 149
568, 261, 51, 133
572, 247, 46, 142
575, 262, 46, 142
578, 254, 43, 160
574, 267, 45, 155
572, 259, 42, 154
570, 259, 43, 153
569, 270, 48, 129
564, 256, 53, 126
559, 260, 50, 122
564, 263, 50, 120
555, 244, 54, 154
558, 270, 51, 153
557, 268, 52, 147
558, 262, 49, 143
558, 262, 48, 139
561, 263, 42, 132
570, 269, 36, 114
568, 261, 32, 111
567, 249, 31, 133
565, 264, 29, 132
562, 257, 28, 133
